ccaa_iso,fecha,num_casos,lug_ocio,lug_mercado,lug_parque,lug_estacion,lug_trabajo,lug_residencial,dosis_administradas,porcentaje_dosis_administradas,personas_una_dosis,personas_pauta_completa,porcentaje_pauta_completa,Fallecidos,Hospitalizados,UCI,CCAA,cod_ine
ES-CN,2020-02-16,2,-3.0,-2.0,5.0,2.0,-2.0,0.0,,,,,,0,3,1,Canarias,5
ES-CT,2020-02-16,2,-6.0,2.0,4.0,4.0,-2.0,-1.0,,,,,,0,5,0,Cataluña,9
ES-EX,2020-02-16,0,5.0,6.0,21.0,11.0,0.0,-3.0,,,,,,0,1,0,Extremadura,11
ES-GA,2020-02-16,1,-11.0,-17.0,-31.0,1.0,-3.0,1.0,,,,,,0,0,0,Galicia,12
ES-IB,2020-02-16,0,1.0,5.0,4.0,8.0,0.0,-1.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-16,0,-2.0,0.0,1.0,7.0,-1.0,-1.0,,,,,,0,0,0,Región de Murcia,14
ES-MD,2020-02-16,13,3.0,4.0,34.0,4.0,0.0,-2.0,,,,,,0,2,0,Comunidad de Madrid,13
ES-ML,2020-02-16,0,1.0,-13.0,-2.0,,-2.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-16,0,6.0,0.0,28.0,-25.0,0.0,-3.0,,,,,,0,1,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-16,1,4.0,2.0,7.0,8.0,1.0,-2.0,,,,,,0,0,0,País Vasco,16
ES-RI,2020-02-16,0,4.0,4.0,14.0,17.0,0.0,-2.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-16,1,-3.0,0.0,8.0,1.0,-2.0,-2.0,,,,,,0,0,0,Comunidad Valenciana,10
ES-AN,2020-02-17,0,0.0,0.0,10.0,8.0,4.0,-1.0,,,,,,0,0,0,Andalucía,1
ES-AR,2020-02-17,1,-1.0,8.0,14.0,7.0,4.0,-1.0,,,,,,0,0,0,Aragón,2
ES-AS,2020-02-17,0,-2.0,0.0,-13.0,3.0,4.0,-1.0,,,,,,0,2,0,Principado de Asturias,3
ES-CB,2020-02-17,0,-4.0,-1.0,-16.0,-5.0,2.0,1.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-17,0,-3.0,0.0,8.0,,3.0,-1.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-17,0,1.0,4.0,11.0,7.0,4.0,-1.0,,,,,,0,0,0,Castilla-León,7
ES-CM,2020-02-17,0,-1.0,2.0,8.0,6.0,5.0,-1.0,,,,,,0,0,0,Castilla-La Mancha,8
ES-CN,2020-02-17,0,-3.0,-2.0,-2.0,1.0,2.0,0.0,,,,,,0,1,0,Canarias,5
ES-CT,2020-02-17,1,0.0,1.0,10.0,4.0,2.0,0.0,,,,,,0,8,0,Cataluña,9
ES-EX,2020-02-17,1,-2.0,2.0,5.0,1.0,5.0,-2.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-17,0,1.0,3.0,19.0,9.0,5.0,-1.0,,,,,,0,1,0,Galicia,12
ES-IB,2020-02-17,0,3.0,3.0,15.0,14.0,4.0,0.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-17,0,-1.0,1.0,2.0,6.0,13.0,-2.0,,,,,,0,0,0,Región de Murcia,14
ES-MD,2020-02-17,19,1.0,3.0,10.0,4.0,4.0,-1.0,,,,,,0,9,3,Comunidad de Madrid,13
ES-ML,2020-02-17,0,-1.0,-3.0,-2.0,-2.0,3.0,-1.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-17,0,0.0,3.0,2.0,-40.0,3.0,-1.0,,,,,,0,0,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-17,2,-8.0,-1.0,-30.0,-1.0,2.0,0.0,,,,,,0,5,0,País Vasco,16
ES-RI,2020-02-17,0,-2.0,1.0,-6.0,-1.0,3.0,0.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-17,3,-2.0,2.0,9.0,4.0,3.0,0.0,,,,,,0,1,0,Comunidad Valenciana,10
ES-AN,2020-02-18,3,-1.0,0.0,6.0,7.0,4.0,-1.0,,,,,,0,2,0,Andalucía,1
ES-AR,2020-02-18,1,0.0,0.0,16.0,1.0,5.0,0.0,,,,,,0,0,0,Aragón,2
ES-AS,2020-02-18,0,-2.0,1.0,11.0,5.0,4.0,-1.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-18,0,-1.0,2.0,16.0,3.0,3.0,-1.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-18,0,-9.0,-2.0,-8.0,,7.0,0.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-18,1,-1.0,1.0,15.0,4.0,5.0,-2.0,,,,,,0,0,0,Castilla-León,7
ES-CM,2020-02-18,0,-2.0,0.0,5.0,3.0,5.0,-1.0,,,,,,0,0,0,Castilla-La Mancha,8
ES-CN,2020-02-18,1,-4.0,-3.0,-1.0,3.0,2.0,0.0,,,,,,0,0,0,Canarias,5
ES-CT,2020-02-18,5,0.0,1.0,9.0,3.0,2.0,0.0,,,,,,0,9,0,Cataluña,9
ES-EX,2020-02-18,0,2.0,-1.0,21.0,4.0,5.0,-1.0,,,,,,0,1,0,Extremadura,11
ES-GA,2020-02-18,1,2.0,0.0,21.0,2.0,4.0,-1.0,,,,,,0,0,0,Galicia,12
ES-IB,2020-02-18,0,1.0,2.0,6.0,10.0,5.0,0.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-18,0,-5.0,-1.0,-12.0,-1.0,3.0,1.0,,,,,,0,0,0,Región de Murcia,14
ES-MD,2020-02-18,14,-1.0,1.0,11.0,4.0,4.0,-1.0,,,,,,0,13,1,Comunidad de Madrid,13
ES-ML,2020-02-18,0,-4.0,-4.0,-2.0,,2.0,0.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-18,0,-1.0,0.0,8.0,-42.0,4.0,-1.0,,,,,,0,1,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-18,0,-3.0,0.0,4.0,2.0,3.0,0.0,,,,,,0,0,0,País Vasco,16
ES-RI,2020-02-18,0,-1.0,2.0,-1.0,-2.0,4.0,-1.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-18,1,-6.0,-2.0,-11.0,-3.0,2.0,1.0,,,,,,0,1,0,Comunidad Valenciana,10
ES-AN,2020-02-19,0,0.0,0.0,7.0,6.0,3.0,0.0,,,,,,0,3,0,Andalucía,1
ES-AR,2020-02-19,0,0.0,7.0,23.0,5.0,5.0,-1.0,,,,,,0,1,0,Aragón,2
ES-AS,2020-02-19,0,2.0,1.0,29.0,8.0,5.0,-2.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-19,0,0.0,0.0,27.0,2.0,3.0,-1.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-19,0,-11.0,-3.0,-8.0,,5.0,0.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-19,0,1.0,2.0,22.0,5.0,4.0,-2.0,,,,,,0,0,0,Castilla-León,7
ES-CM,2020-02-19,0,1.0,1.0,11.0,2.0,4.0,-1.0,,,,,,0,2,0,Castilla-La Mancha,8
ES-CN,2020-02-19,1,-3.0,-2.0,-6.0,1.0,2.0,0.0,,,,,,0,0,0,Canarias,5
ES-CT,2020-02-19,1,0.0,1.0,9.0,1.0,2.0,0.0,,,,,,0,10,1,Cataluña,9
ES-EX,2020-02-19,1,0.0,0.0,15.0,1.0,5.0,-1.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-19,0,0.0,-1.0,20.0,5.0,4.0,-1.0,,,,,,0,0,0,Galicia,12
ES-IB,2020-02-19,0,3.0,1.0,25.0,10.0,5.0,0.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-19,0,0.0,-2.0,5.0,2.0,4.0,0.0,,,,,,0,1,0,Región de Murcia,14
ES-MD,2020-02-19,12,-1.0,1.0,18.0,2.0,4.0,-1.0,,,,,,0,14,1,Comunidad de Madrid,13
ES-ML,2020-02-19,0,-10.0,-9.0,-12.0,,2.0,0.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-19,0,1.0,0.0,20.0,-41.0,4.0,-1.0,,,,,,0,0,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-19,1,-1.0,-2.0,15.0,0.0,3.0,0.0,,,,,,0,4,0,País Vasco,16
ES-RI,2020-02-19,0,1.0,-2.0,16.0,2.0,4.0,-1.0,,,,,,0,1,0,La Rioja,17
ES-VC,2020-02-19,1,-1.0,0.0,10.0,2.0,3.0,0.0,,,,,,0,2,1,Comunidad Valenciana,10
ES-AN,2020-02-20,4,1.0,0.0,10.0,9.0,3.0,-1.0,,,,,,0,1,1,Andalucía,1
ES-AR,2020-02-20,0,1.0,2.0,24.0,6.0,1.0,-1.0,,,,,,0,1,0,Aragón,2
ES-AS,2020-02-20,0,5.0,0.0,32.0,9.0,4.0,-3.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-20,0,1.0,2.0,25.0,3.0,2.0,-1.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-20,0,-8.0,-7.0,-12.0,,5.0,-2.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-20,1,1.0,3.0,24.0,11.0,3.0,-2.0,,,,,,0,1,0,Castilla-León,7
ES-CM,2020-02-20,0,4.0,1.0,29.0,9.0,3.0,-1.0,,,,,,0,1,0,Castilla-La Mancha,8
ES-CN,2020-02-20,1,-1.0,-2.0,-7.0,3.0,1.0,0.0,,,,,,0,0,0,Canarias,5
ES-CT,2020-02-20,14,1.0,1.0,11.0,4.0,2.0,0.0,,,,,,0,13,0,Cataluña,9
ES-EX,2020-02-20,0,2.0,2.0,16.0,9.0,4.0,-1.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-20,3,2.0,3.0,19.0,9.0,3.0,-2.0,,,,,,0,1,0,Galicia,12
ES-IB,2020-02-20,1,3.0,2.0,22.0,8.0,5.0,-1.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-20,0,0.0,-1.0,8.0,7.0,3.0,-1.0,,,,,,0,0,0,Región de Murcia,14
ES-MD,2020-02-20,25,-2.0,1.0,18.0,3.0,3.0,-1.0,,,,,,0,15,0,Comunidad de Madrid,13
ES-ML,2020-02-20,0,-5.0,-3.0,-2.0,,1.0,0.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-20,0,3.0,2.0,24.0,-37.0,4.0,-2.0,,,,,,0,2,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-20,1,2.0,0.0,6.0,7.0,3.0,-1.0,,,,,,0,1,0,País Vasco,16
ES-RI,2020-02-20,0,6.0,3.0,34.0,8.0,4.0,-2.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-20,3,0.0,-1.0,14.0,5.0,2.0,0.0,,,,,,0,2,0,Comunidad Valenciana,10
ES-AN,2020-02-21,4,3.0,0.0,14.0,11.0,4.0,-1.0,,,,,,0,2,0,Andalucía,1
ES-AR,2020-02-21,2,1.0,2.0,45.0,5.0,1.0,-2.0,,,,,,0,0,0,Aragón,2
ES-AS,2020-02-21,0,2.0,-1.0,18.0,5.0,-10.0,0.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-21,0,3.0,2.0,30.0,7.0,2.0,-2.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-21,0,-21.0,-14.0,-20.0,,-17.0,3.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-21,4,2.0,2.0,31.0,17.0,3.0,-3.0,,,,,,0,1,0,Castilla-León,7
ES-CM,2020-02-21,0,3.0,1.0,22.0,12.0,4.0,-2.0,,,,,,0,0,0,Castilla-La Mancha,8
ES-CN,2020-02-21,0,-4.0,-1.0,7.0,8.0,-1.0,0.0,,,,,,0,1,0,Canarias,5
ES-CT,2020-02-21,17,1.0,1.0,16.0,4.0,0.0,-1.0,,,,,,0,12,1,Cataluña,9
ES-EX,2020-02-21,0,9.0,1.0,44.0,20.0,4.0,-3.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-21,0,3.0,1.0,22.0,17.0,3.0,-2.0,,,,,,0,0,0,Galicia,12
ES-IB,2020-02-21,0,4.0,4.0,18.0,14.0,7.0,-2.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-21,0,2.0,1.0,15.0,7.0,4.0,-1.0,,,,,,0,0,0,Región de Murcia,14
ES-MD,2020-02-21,26,-2.0,1.0,22.0,5.0,4.0,-2.0,,,,,,0,18,0,Comunidad de Madrid,13
ES-ML,2020-02-21,0,-4.0,-8.0,-4.0,12.0,-2.0,0.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-21,1,3.0,5.0,30.0,-28.0,3.0,-3.0,,,,,,0,1,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-21,3,1.0,1.0,18.0,8.0,1.0,-2.0,,,,,,0,2,0,País Vasco,16
ES-RI,2020-02-21,0,3.0,2.0,19.0,13.0,-8.0,-1.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-21,2,0.0,1.0,15.0,5.0,1.0,-1.0,,,,,,0,1,1,Comunidad Valenciana,10
ES-AN,2020-02-22,2,4.0,2.0,38.0,22.0,3.0,-2.0,,,,,,0,1,0,Andalucía,1
ES-AR,2020-02-22,3,5.0,7.0,84.0,14.0,2.0,-3.0,,,,,,0,1,0,Aragón,2
ES-AS,2020-02-22,0,-4.0,1.0,29.0,7.0,0.0,-1.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-22,0,4.0,5.0,50.0,15.0,0.0,-2.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-22,0,-15.0,-12.0,-10.0,,-3.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-22,2,10.0,4.0,59.0,31.0,3.0,-4.0,,,,,,0,2,0,Castilla-León,7
ES-CM,2020-02-22,0,13.0,4.0,61.0,23.0,5.0,-3.0,,,,,,0,0,0,Castilla-La Mancha,8
ES-CN,2020-02-22,0,-10.0,-2.0,9.0,7.0,-3.0,1.0,,,,,,0,1,0,Canarias,5
ES-CT,2020-02-22,12,1.0,3.0,35.0,13.0,2.0,-2.0,,,,,,0,10,1,Cataluña,9
ES-EX,2020-02-22,0,16.0,0.0,77.0,34.0,10.0,-4.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-22,2,5.0,1.0,24.0,20.0,3.0,-3.0,,,,,,0,1,1,Galicia,12
ES-IB,2020-02-22,0,7.0,3.0,25.0,20.0,6.0,-1.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-22,1,4.0,1.0,51.0,9.0,4.0,-2.0,,,,,,0,1,0,Región de Murcia,14
ES-MD,2020-02-22,29,-3.0,-1.0,53.0,10.0,1.0,-2.0,,,,,,0,8,1,Comunidad de Madrid,13
ES-ML,2020-02-22,0,2.0,-5.0,48.0,,5.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-22,1,2.0,-1.0,46.0,-21.0,3.0,-3.0,,,,,,0,0,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-22,4,1.0,-3.0,55.0,19.0,3.0,-3.0,,,,,,0,2,0,País Vasco,16
ES-RI,2020-02-22,0,2.0,6.0,55.0,3.0,5.0,-3.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-22,2,1.0,1.0,42.0,6.0,0.0,-1.0,,,,,,0,1,0,Comunidad Valenciana,10
ES-AN,2020-02-23,2,10.0,14.0,28.0,24.0,3.0,-3.0,,,,,,0,1,0,Andalucía,1
ES-AR,2020-02-23,1,11.0,16.0,54.0,13.0,-1.0,-5.0,,,,,,0,0,2,Aragón,2
ES-AS,2020-02-23,1,5.0,6.0,23.0,9.0,0.0,-3.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-23,1,10.0,11.0,18.0,17.0,0.0,-2.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-23,0,-7.0,-12.0,-2.0,,3.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-23,4,24.0,26.0,73.0,32.0,3.0,-6.0,,,,,,0,0,1,Castilla-León,7
ES-CM,2020-02-23,0,20.0,21.0,59.0,16.0,6.0,-5.0,,,,,,0,0,0,Castilla-La Mancha,8
ES-CN,2020-02-23,1,-27.0,-20.0,-34.0,-8.0,-12.0,6.0,,,,,,0,1,0,Canarias,5
ES-CT,2020-02-23,8,0.0,12.0,33.0,12.0,0.0,-3.0,,,,,,0,8,0,Cataluña,9
ES-EX,2020-02-23,0,36.0,32.0,64.0,21.0,8.0,-5.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-23,0,11.0,18.0,41.0,18.0,3.0,-4.0,,,,,,0,0,0,Galicia,12
ES-IB,2020-02-23,0,12.0,13.0,36.0,23.0,5.0,-2.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-23,1,5.0,8.0,24.0,18.0,3.0,-2.0,,,,,,0,1,0,Región de Murcia,14
ES-MD,2020-02-23,44,4.0,6.0,56.0,6.0,2.0,-4.0,,,,,,0,8,1,Comunidad de Madrid,13
ES-ML,2020-02-23,0,-1.0,-13.0,-15.0,,-2.0,,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-23,1,19.0,5.0,42.0,-14.0,5.0,-4.0,,,,,,0,1,1,Comunidad Foral de Navarra,15
ES-PV,2020-02-23,1,10.0,17.0,25.0,23.0,3.0,-3.0,,,,,,0,1,0,País Vasco,16
ES-RI,2020-02-23,3,13.0,10.0,36.0,25.0,2.0,-4.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-23,5,0.0,5.0,18.0,6.0,0.0,-2.0,,,,,,0,2,1,Comunidad Valenciana,10
ES-AN,2020-02-24,5,4.0,1.0,28.0,13.0,-1.0,-1.0,,,,,,0,1,0,Andalucía,1
ES-AR,2020-02-24,0,5.0,10.0,44.0,8.0,3.0,-2.0,,,,,,0,0,0,Aragón,2
ES-AS,2020-02-24,0,14.0,5.0,48.0,13.0,-16.0,-1.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-24,0,6.0,3.0,37.0,2.0,-13.0,1.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-24,0,-11.0,-10.0,8.0,,-18.0,-1.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-24,4,11.0,7.0,80.0,17.0,-13.0,-2.0,,,,,,0,0,0,Castilla-León,7
ES-CM,2020-02-24,1,5.0,0.0,42.0,4.0,-13.0,-1.0,,,,,,0,2,1,Castilla-La Mancha,8
ES-CN,2020-02-24,0,-4.0,-3.0,14.0,8.0,-34.0,5.0,,,,,,0,0,0,Canarias,5
ES-CT,2020-02-24,12,2.0,1.0,25.0,-1.0,-14.0,2.0,,,,,,0,14,0,Cataluña,9
ES-EX,2020-02-24,0,15.0,6.0,60.0,10.0,-19.0,-2.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-24,1,17.0,14.0,64.0,9.0,-22.0,0.0,,,,,,0,2,0,Galicia,12
ES-IB,2020-02-24,0,4.0,4.0,33.0,17.0,5.0,-1.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-24,1,-1.0,2.0,10.0,6.0,9.0,-1.0,,,,,,0,1,0,Región de Murcia,14
ES-MD,2020-02-24,56,4.0,6.0,35.0,6.0,4.0,-2.0,,,,,,0,18,4,Comunidad de Madrid,13
ES-ML,2020-02-24,0,-2.0,-4.0,10.0,-2.0,5.0,-1.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-24,3,8.0,5.0,60.0,-30.0,-12.0,-1.0,,,,,,0,2,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-24,7,3.0,3.0,20.0,7.0,-13.0,0.0,,,,,,0,1,0,País Vasco,16
ES-RI,2020-02-24,2,5.0,4.0,45.0,11.0,-13.0,0.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-24,14,-1.0,3.0,19.0,5.0,2.0,0.0,,,,,,0,3,0,Comunidad Valenciana,10
ES-AN,2020-02-25,9,3.0,5.0,19.0,11.0,1.0,-1.0,,,,,,0,5,0,Andalucía,1
ES-AR,2020-02-25,1,4.0,5.0,26.0,0.0,4.0,-1.0,,,,,,0,0,0,Aragón,2
ES-AS,2020-02-25,1,-8.0,-22.0,6.0,-7.0,-30.0,4.0,,,,,,0,1,1,Principado de Asturias,3
ES-CB,2020-02-25,9,-7.0,-1.0,-17.0,-5.0,-14.0,2.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-25,0,-6.0,0.0,-4.0,,7.0,-2.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-25,5,6.0,2.0,49.0,11.0,-12.0,-1.0,,,,,,0,2,1,Castilla-León,7
ES-CM,2020-02-25,0,0.0,2.0,20.0,2.0,-11.0,-1.0,,,,,,0,0,1,Castilla-La Mancha,8
ES-CN,2020-02-25,2,-17.0,-34.0,48.0,10.0,-55.0,9.0,,,,,,0,2,0,Canarias,5
ES-CT,2020-02-25,21,-3.0,6.0,4.0,1.0,1.0,0.0,,,,,,0,12,1,Cataluña,9
ES-EX,2020-02-25,2,-4.0,-15.0,39.0,6.0,-31.0,1.0,,,,,,0,1,0,Extremadura,11
ES-GA,2020-02-25,2,-9.0,-38.0,35.0,-8.0,-54.0,9.0,,,,,,0,0,0,Galicia,12
ES-IB,2020-02-25,0,4.0,4.0,29.0,15.0,5.0,-1.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-25,3,2.0,4.0,24.0,7.0,2.0,-1.0,,,,,,0,1,0,Región de Murcia,14
ES-MD,2020-02-25,50,-2.0,6.0,15.0,4.0,4.0,-1.0,,,,,,0,16,1,Comunidad de Madrid,13
ES-ML,2020-02-25,0,-8.0,0.0,-3.0,,3.0,0.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-25,2,0.0,1.0,13.0,-36.0,-10.0,1.0,,,,,,0,0,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-25,11,-7.0,-5.0,-14.0,-6.0,-10.0,3.0,,,,,,0,3,0,País Vasco,16
ES-RI,2020-02-25,2,0.0,5.0,10.0,8.0,3.0,-1.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-25,8,-1.0,6.0,21.0,5.0,3.0,0.0,,,,,,0,2,1,Comunidad Valenciana,10
ES-AN,2020-02-26,9,5.0,6.0,22.0,11.0,-1.0,-1.0,,,,,,0,3,0,Andalucía,1
ES-AR,2020-02-26,2,5.0,7.0,19.0,1.0,5.0,-1.0,,,,,,0,1,0,Aragón,2
ES-AS,2020-02-26,0,-1.0,7.0,-2.0,2.0,3.0,0.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-26,0,-6.0,-3.0,-20.0,-12.0,-13.0,3.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-26,0,-5.0,-1.0,2.0,,5.0,-1.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-26,7,-1.0,2.0,25.0,4.0,-11.0,0.0,,,,,,0,4,1,Castilla-León,7
ES-CM,2020-02-26,0,0.0,3.0,16.0,4.0,2.0,-1.0,,,,,,0,0,0,Castilla-La Mancha,8
ES-CN,2020-02-26,6,-1.0,10.0,4.0,3.0,-12.0,1.0,,,,,,0,3,0,Canarias,5
ES-CT,2020-02-26,27,-4.0,3.0,4.0,-1.0,2.0,0.0,,,,,,0,15,0,Cataluña,9
ES-EX,2020-02-26,0,-3.0,5.0,15.0,5.0,3.0,-1.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-26,3,-5.0,1.0,4.0,3.0,-15.0,2.0,,,,,,0,2,0,Galicia,12
ES-IB,2020-02-26,0,3.0,3.0,28.0,13.0,4.0,-1.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2020-02-26,1,-1.0,2.0,17.0,5.0,4.0,-1.0,,,,,,0,0,0,Región de Murcia,14
ES-MD,2020-02-26,67,2.0,6.0,17.0,3.0,4.0,-1.0,,,,,,0,25,3,Comunidad de Madrid,13
ES-ML,2020-02-26,0,-5.0,-5.0,8.0,,2.0,0.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-26,2,-5.0,-3.0,-2.0,-41.0,-6.0,1.0,,,,,,0,1,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-26,11,-10.0,-5.0,-24.0,-9.0,-4.0,2.0,,,,,,0,2,0,País Vasco,16
ES-RI,2020-02-26,3,-1.0,2.0,13.0,7.0,3.0,0.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-26,8,-1.0,4.0,18.0,3.0,3.0,0.0,,,,,,0,3,0,Comunidad Valenciana,10
ES-AN,2020-02-27,8,19.0,23.0,32.0,23.0,-5.0,-5.0,,,,,,0,2,0,Andalucía,1
ES-AR,2020-02-27,0,8.0,4.0,19.0,5.0,3.0,-1.0,,,,,,0,3,0,Aragón,2
ES-AS,2020-02-27,0,0.0,4.0,17.0,5.0,2.0,-1.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-27,0,-3.0,0.0,2.0,-3.0,-14.0,2.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-27,0,6.0,0.0,19.0,,7.0,-2.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-27,6,-1.0,5.0,19.0,9.0,3.0,-1.0,,,,,,0,2,0,Castilla-León,7
ES-CM,2020-02-27,1,2.0,5.0,15.0,8.0,3.0,-1.0,,,,,,0,2,0,Castilla-La Mancha,8
ES-CN,2020-02-27,2,-1.0,3.0,-3.0,1.0,-9.0,2.0,,,,,,0,0,0,Canarias,5
ES-CT,2020-02-27,16,-1.0,3.0,3.0,1.0,2.0,0.0,,,,,,0,14,0,Cataluña,9
ES-EX,2020-02-27,1,1.0,6.0,19.0,10.0,3.0,-1.0,,,,,,0,0,0,Extremadura,11
ES-GA,2020-02-27,7,-1.0,5.0,18.0,6.0,2.0,-1.0,,,,,,0,0,0,Galicia,12
ES-IB,2020-02-27,4,7.0,3.0,30.0,15.0,-1.0,-1.0,,,,,,0,1,0,Islas Baleares,4
ES-MC,2020-02-27,1,1.0,3.0,16.0,9.0,3.0,-1.0,,,,,,0,0,1,Región de Murcia,14
ES-MD,2020-02-27,93,4.0,6.0,22.0,6.0,3.0,-2.0,,,,,,0,24,2,Comunidad de Madrid,13
ES-ML,2020-02-27,0,-1.0,5.0,16.0,,2.0,0.0,,,,,,0,0,0,Melilla,19
ES-NC,2020-02-27,4,-1.0,2.0,4.0,-35.0,-3.0,0.0,,,,,,0,2,0,Comunidad Foral de Navarra,15
ES-PV,2020-02-27,13,-6.0,-2.0,-21.0,-1.0,-1.0,1.0,,,,,,0,3,1,País Vasco,16
ES-RI,2020-02-27,8,1.0,1.0,17.0,5.0,2.0,-1.0,,,,,,0,0,0,La Rioja,17
ES-VC,2020-02-27,15,1.0,3.0,17.0,6.0,2.0,0.0,,,,,,0,5,0,Comunidad Valenciana,10
ES-AN,2020-02-28,8,-13.0,-60.0,77.0,-9.0,-62.0,7.0,,,,,,0,2,0,Andalucía,1
ES-AR,2020-02-28,3,7.0,6.0,35.0,7.0,3.0,-2.0,,,,,,0,1,1,Aragón,2
ES-AS,2020-02-28,1,2.0,3.0,24.0,10.0,4.0,-2.0,,,,,,0,0,0,Principado de Asturias,3
ES-CB,2020-02-28,0,2.0,2.0,38.0,3.0,-12.0,1.0,,,,,,0,0,0,Cantabria,6
ES-CE,2020-02-28,0,8.0,-9.0,18.0,,6.0,-1.0,,,,,,0,0,0,Ceuta,18
ES-CL,2020-02-28,8,3.0,5.0,39.0,13.0,3.0,-2.0,,,,,,0,2,1,Castilla-León,7
