ccaa_iso,fecha,num_casos,lug_ocio,lug_mercado,lug_parque,lug_estacion,lug_trabajo,lug_residencial,dosis_administradas,porcentaje_dosis_administradas,personas_una_dosis,personas_pauta_completa,porcentaje_pauta_completa,Fallecidos,Hospitalizados,UCI,CCAA,cod_ine
ES-ML,2021-05-17,23,-10.0,3.0,-22.0,-8.0,-10.0,5.0,26269.0,31.17,19204.0,7531.0,8.94,0,2,0,Melilla,19
ES-NC,2021-05-17,67,-11.0,15.0,30.0,-4.0,-6.0,1.0,332283.0,50.56,229538.0,108014.0,16.44,0,6,1,Comunidad Foral de Navarra,15
ES-PV,2021-05-17,378,-19.0,8.0,14.0,-7.0,-14.0,2.0,1140415.0,52.09,815059.0,338938.0,15.48,5,23,1,País Vasco,16
ES-RI,2021-05-17,27,-12.0,13.0,41.0,-10.0,-9.0,0.0,163215.0,51.63,109739.0,55335.0,17.5,0,4,0,La Rioja,17
ES-VC,2021-05-17,165,-15.0,8.0,15.0,-13.0,-12.0,3.0,2217729.0,44.04,1533622.0,709438.0,14.09,1,7,0,Comunidad Valenciana,10
ES-AN,2021-05-18,1344,-15.0,6.0,6.0,-10.0,-10.0,2.0,3828823.0,45.14,2618121.0,1249873.0,14.73,5,74,5,Andalucía,1
ES-AR,2021-05-18,217,-18.0,6.0,52.0,-15.0,-6.0,2.0,704822.0,52.94,469534.0,243149.0,18.26,3,18,4,Aragón,2
ES-AS,2021-05-18,51,-26.0,4.0,15.0,-8.0,-16.0,4.0,659553.0,64.95,432729.0,232933.0,22.94,0,6,0,Principado de Asturias,3
ES-CB,2021-05-18,40,-18.0,10.0,36.0,-4.0,-12.0,3.0,306240.0,52.59,206133.0,102874.0,17.67,0,7,1,Cantabria,6
ES-CE,2021-05-18,1,-46.0,-27.0,9.0,,-21.0,7.0,29897.0,35.59,22035.0,8412.0,10.01,0,2,0,Ceuta,18
ES-CL,2021-05-18,275,-18.0,11.0,47.0,0.0,-7.0,1.0,1441310.0,60.27,929830.0,525858.0,21.99,2,20,2,Castilla-León,7
ES-CM,2021-05-18,231,-18.0,9.0,23.0,-8.0,-11.0,1.0,1000956.0,48.99,683201.0,327915.0,16.05,3,23,2,Castilla-La Mancha,8
ES-CN,2021-05-18,123,-30.0,-8.0,-28.0,-21.0,-15.0,7.0,838680.0,37.37,581553.0,271536.0,12.1,1,14,3,Canarias,5
ES-CT,2021-05-18,1010,-21.0,9.0,11.0,-15.0,-17.0,5.0,3543744.0,46.29,2473222.0,1101895.0,14.39,5,22,4,Cataluña,9
ES-EX,2021-05-18,75,-20.0,9.0,3.0,17.0,-8.0,0.0,573681.0,54.16,379465.0,199337.0,18.82,1,4,1,Extremadura,11
ES-GA,2021-05-18,179,-18.0,26.0,33.0,-13.0,-17.0,2.0,1608119.0,59.59,1076105.0,544393.0,20.17,0,12,1,Galicia,12
ES-IB,2021-05-18,35,-12.0,5.0,62.0,1.0,-7.0,2.0,449449.0,36.99,319145.0,136894.0,11.27,0,3,0,Islas Baleares,4
ES-MC,2021-05-18,112,-18.0,9.0,16.0,-15.0,-12.0,2.0,596069.0,39.5,406768.0,193739.0,12.84,0,8,1,Región de Murcia,14
ES-MD,2021-05-18,1095,-22.0,5.0,16.0,-24.0,-24.0,7.0,2998227.0,44.38,2094066.0,927467.0,13.73,10,105,14,Comunidad de Madrid,13
ES-ML,2021-05-18,8,-16.0,-5.0,-19.0,,-10.0,5.0,26891.0,31.91,19779.0,7578.0,8.99,0,2,0,Melilla,19
ES-NC,2021-05-18,64,-16.0,11.0,8.0,-7.0,-3.0,3.0,335504.0,51.05,230591.0,110203.0,16.77,0,2,0,Comunidad Foral de Navarra,15
ES-PV,2021-05-18,350,-24.0,4.0,2.0,-12.0,-14.0,5.0,1158120.0,52.89,818706.0,353216.0,16.13,3,28,4,País Vasco,16
ES-RI,2021-05-18,42,-18.0,14.0,14.0,-17.0,-5.0,1.0,166496.0,52.67,110902.0,58199.0,18.41,0,6,0,La Rioja,17
ES-VC,2021-05-18,136,-15.0,10.0,24.0,-14.0,-11.0,2.0,2243004.0,44.54,1555816.0,718385.0,14.26,2,11,1,Comunidad Valenciana,10
ES-AN,2021-05-19,1208,-15.0,7.0,7.0,-14.0,-10.0,2.0,3909377.0,46.09,2676444.0,1272655.0,15.0,9,74,11,Andalucía,1
ES-AR,2021-05-19,178,-19.0,16.0,43.0,-12.0,-5.0,2.0,717235.0,53.87,476322.0,248774.0,18.69,3,12,0,Aragón,2
ES-AS,2021-05-19,61,-18.0,8.0,84.0,-1.0,-12.0,1.0,673092.0,66.29,439525.0,239695.0,23.61,2,7,1,Principado de Asturias,3
ES-CB,2021-05-19,32,-12.0,14.0,72.0,-6.0,-8.0,2.0,312146.0,53.6,210697.0,104464.0,17.94,0,5,1,Cantabria,6
ES-CE,2021-05-19,10,-29.0,-6.0,8.0,,-14.0,6.0,30687.0,36.53,22821.0,8522.0,10.15,0,1,0,Ceuta,18
ES-CL,2021-05-19,246,-16.0,14.0,57.0,-2.0,-6.0,1.0,1460306.0,61.07,936096.0,539178.0,22.55,2,26,5,Castilla-León,7
ES-CM,2021-05-19,203,-16.0,10.0,24.0,-10.0,-12.0,1.0,1018599.0,49.85,693438.0,336163.0,16.45,3,24,5,Castilla-La Mancha,8
ES-CN,2021-05-19,148,-30.0,-6.0,-33.0,-23.0,-14.0,7.0,853162.0,38.01,591026.0,276939.0,12.34,2,8,1,Canarias,5
ES-CT,2021-05-19,684,-21.0,10.0,12.0,-16.0,-17.0,5.0,3610271.0,47.16,2528296.0,1114139.0,14.55,5,16,4,Cataluña,9
ES-EX,2021-05-19,58,-20.0,12.0,7.0,13.0,-5.0,0.0,586884.0,55.4,387907.0,204140.0,19.27,0,1,2,Extremadura,11
ES-GA,2021-05-19,169,-20.0,15.0,45.0,-14.0,-12.0,1.0,1644918.0,60.95,1109890.0,547541.0,20.29,0,12,4,Galicia,12
ES-IB,2021-05-19,20,-13.0,5.0,68.0,-1.0,-8.0,3.0,455671.0,37.5,324518.0,137757.0,11.34,0,3,0,Islas Baleares,4
ES-MC,2021-05-19,79,-19.0,12.0,12.0,-17.0,-11.0,2.0,611085.0,40.49,415515.0,200056.0,13.26,0,4,1,Región de Murcia,14
ES-MD,2021-05-19,981,-21.0,8.0,18.0,-24.0,-23.0,7.0,3052598.0,45.19,2112932.0,963120.0,14.26,18,86,15,Comunidad de Madrid,13
ES-ML,2021-05-19,7,-15.0,-8.0,-16.0,-1.0,-11.0,5.0,28118.0,33.36,20968.0,7616.0,9.04,0,1,0,Melilla,19
ES-NC,2021-05-19,65,-14.0,15.0,9.0,-11.0,-7.0,3.0,340966.0,51.88,232551.0,113958.0,17.34,0,4,0,Comunidad Foral de Navarra,15
ES-PV,2021-05-19,288,-20.0,7.0,32.0,-12.0,-12.0,4.0,1178734.0,53.84,825973.0,366867.0,16.76,2,20,3,País Vasco,16
ES-RI,2021-05-19,43,-16.0,14.0,34.0,-16.0,-4.0,1.0,169190.0,53.52,112172.0,59629.0,18.86,0,4,0,La Rioja,17
ES-VC,2021-05-19,151,-16.0,9.0,21.0,-15.0,-11.0,3.0,2243089.0,44.54,1555899.0,718390.0,14.26,1,8,0,Comunidad Valenciana,10
ES-AN,2021-05-20,1208,-13.0,9.0,6.0,-18.0,-11.0,2.0,3998361.0,47.14,2742890.0,1296470.0,15.28,6,72,13,Andalucía,1
ES-AR,2021-05-20,196,-16.0,14.0,49.0,-17.0,-6.0,2.0,737369.0,55.39,485547.0,259683.0,19.51,2,13,1,Aragón,2
ES-AS,2021-05-20,31,-17.0,9.0,84.0,-14.0,-14.0,1.0,681996.0,67.16,443444.0,244715.0,24.1,1,11,2,Principado de Asturias,3
ES-CB,2021-05-20,36,-11.0,14.0,108.0,-5.0,-9.0,0.0,318056.0,54.62,212435.0,108988.0,18.72,1,4,0,Cantabria,6
ES-CE,2021-05-20,3,-23.0,-5.0,0.0,,-9.0,4.0,32187.0,38.32,24310.0,8539.0,10.17,0,0,0,Ceuta,18
ES-CL,2021-05-20,243,-15.0,16.0,56.0,-5.0,-6.0,0.0,1487806.0,62.22,947300.0,557145.0,23.3,2,18,3,Castilla-León,7
ES-CM,2021-05-20,241,-14.0,11.0,25.0,-11.0,-11.0,1.0,1045725.0,51.18,709172.0,348337.0,17.05,3,22,1,Castilla-La Mancha,8
ES-CN,2021-05-20,133,-28.0,-5.0,-29.0,-25.0,-13.0,7.0,861664.0,38.39,598828.0,278022.0,12.39,1,9,4,Canarias,5
ES-CT,2021-05-20,841,-17.0,14.0,18.0,-16.0,-17.0,5.0,3677104.0,48.03,2586988.0,1123529.0,14.68,4,14,1,Cataluña,9
ES-EX,2021-05-20,71,-16.0,11.0,4.0,11.0,-7.0,1.0,600826.0,56.72,396170.0,210047.0,19.83,0,7,0,Extremadura,11
ES-GA,2021-05-20,187,-19.0,14.0,50.0,-15.0,-12.0,2.0,1679867.0,62.25,1111174.0,581969.0,21.56,1,7,0,Galicia,12
ES-IB,2021-05-20,41,-12.0,9.0,70.0,-4.0,-8.0,2.0,463768.0,38.16,330407.0,139965.0,11.52,0,1,0,Islas Baleares,4
ES-MC,2021-05-20,82,-17.0,12.0,16.0,-21.0,-13.0,2.0,624342.0,41.37,421907.0,207053.0,13.72,0,8,1,Región de Murcia,14
ES-MD,2021-05-20,938,-21.0,8.0,16.0,-26.0,-23.0,7.0,3108348.0,46.01,2139916.0,992121.0,14.69,7,77,8,Comunidad de Madrid,13
ES-ML,2021-05-20,13,-19.0,-2.0,-24.0,-1.0,-12.0,5.0,29595.0,35.11,22354.0,7713.0,9.15,0,0,0,Melilla,19
ES-NC,2021-05-20,61,-8.0,18.0,40.0,-1.0,-4.0,1.0,347979.0,52.95,234688.0,118837.0,18.08,0,5,1,Comunidad Foral de Navarra,15
ES-PV,2021-05-20,261,-17.0,11.0,44.0,-10.0,-12.0,2.0,1199412.0,54.78,835538.0,378271.0,17.28,5,14,2,País Vasco,16
ES-RI,2021-05-20,36,-12.0,15.0,51.0,-19.0,-7.0,0.0,171149.0,54.14,112369.0,61391.0,19.42,0,3,2,La Rioja,17
ES-VC,2021-05-20,127,-13.0,10.0,22.0,-18.0,-11.0,3.0,2359667.0,46.85,1626128.0,764907.0,15.19,0,5,2,Comunidad Valenciana,10
ES-AN,2021-05-21,1238,-13.0,8.0,15.0,-11.0,-9.0,1.0,4087772.0,48.19,2804632.0,1324848.0,15.62,7,92,15,Andalucía,1
ES-AR,2021-05-21,173,-20.0,14.0,50.0,-14.0,-6.0,1.0,757163.0,56.87,494372.0,270668.0,20.33,2,13,2,Aragón,2
ES-AS,2021-05-21,35,-24.0,7.0,17.0,-12.0,-15.0,3.0,689279.0,67.88,447261.0,248389.0,24.46,1,6,1,Principado de Asturias,3
ES-CB,2021-05-21,42,-19.0,17.0,18.0,-13.0,-12.0,4.0,323878.0,55.62,216835.0,110435.0,18.96,1,1,0,Cantabria,6
ES-CE,2021-05-21,2,-22.0,-9.0,11.0,,-7.0,4.0,33283.0,39.62,25381.0,8631.0,10.28,0,0,0,Ceuta,18
ES-CL,2021-05-21,261,-17.0,15.0,43.0,-2.0,-6.0,0.0,1510435.0,63.16,959720.0,567430.0,23.73,1,20,5,Castilla-León,7
ES-CM,2021-05-21,211,-15.0,10.0,34.0,-9.0,-9.0,0.0,1073858.0,52.56,724018.0,362666.0,17.75,1,17,3,Castilla-La Mancha,8
ES-CN,2021-05-21,97,-29.0,-5.0,-26.0,-22.0,-13.0,7.0,883279.0,39.35,616270.0,283662.0,12.64,0,10,3,Canarias,5
ES-CT,2021-05-21,850,-18.0,13.0,26.0,-16.0,-21.0,4.0,3744065.0,48.91,2642992.0,1135792.0,14.84,4,21,2,Cataluña,9
ES-EX,2021-05-21,61,-18.0,9.0,8.0,17.0,-6.0,0.0,615201.0,58.08,404699.0,216051.0,20.4,0,3,1,Extremadura,11
ES-GA,2021-05-21,174,-22.0,17.0,16.0,-14.0,-11.0,3.0,1705317.0,63.19,1115803.0,603245.0,22.35,1,8,2,Galicia,12
ES-IB,2021-05-21,33,-13.0,11.0,59.0,10.0,-6.0,0.0,471730.0,38.82,336944.0,141426.0,11.64,0,1,0,Islas Baleares,4
ES-MC,2021-05-21,82,-18.0,10.0,18.0,-14.0,-9.0,0.0,638774.0,42.33,429379.0,214026.0,14.18,1,7,2,Región de Murcia,14
ES-MD,2021-05-21,1001,-25.0,4.0,16.0,-23.0,-22.0,5.0,3162722.0,46.82,2168152.0,1018574.0,15.08,10,108,13,Comunidad de Madrid,13
ES-ML,2021-05-21,13,-20.0,-9.0,-21.0,-16.0,-14.0,6.0,29595.0,35.11,22354.0,7713.0,9.15,0,1,0,Melilla,19
ES-NC,2021-05-21,47,-16.0,18.0,9.0,-4.0,-7.0,2.0,353577.0,53.8,237738.0,121398.0,18.47,0,4,0,Comunidad Foral de Navarra,15
ES-PV,2021-05-21,306,-27.0,8.0,-12.0,-14.0,-14.0,4.0,1216832.0,55.58,849078.0,382394.0,17.46,12,22,0,País Vasco,16
ES-RI,2021-05-21,47,-14.0,19.0,23.0,-18.0,-6.0,0.0,174544.0,55.21,115235.0,61926.0,19.59,1,4,0,La Rioja,17
ES-VC,2021-05-21,127,-14.0,12.0,27.0,-15.0,-10.0,1.0,2413113.0,47.91,1668460.0,776451.0,15.42,1,8,1,Comunidad Valenciana,10
ES-AN,2021-05-22,947,-20.0,-2.0,17.0,-16.0,-9.0,0.0,,,,,,5,60,4,Andalucía,1
ES-AR,2021-05-22,158,-25.0,6.0,50.0,-25.0,-8.0,0.0,,,,,,3,7,0,Aragón,2
ES-AS,2021-05-22,64,-28.0,-2.0,21.0,-22.0,-14.0,3.0,,,,,,1,5,2,Principado de Asturias,3
ES-CB,2021-05-22,38,-21.0,9.0,31.0,-15.0,-14.0,4.0,,,,,,0,5,0,Cantabria,6
ES-CE,2021-05-22,3,-28.0,-10.0,25.0,,-15.0,6.0,,,,,,0,0,0,Ceuta,18
ES-CL,2021-05-22,179,-21.0,7.0,28.0,-4.0,-5.0,0.0,,,,,,0,13,2,Castilla-León,7
ES-CM,2021-05-22,126,-17.0,3.0,35.0,-13.0,-11.0,0.0,,,,,,3,14,1,Castilla-La Mancha,8
ES-CN,2021-05-22,98,-33.0,-9.0,-24.0,-34.0,-22.0,8.0,,,,,,0,10,5,Canarias,5
ES-CT,2021-05-22,461,-25.0,2.0,27.0,-16.0,-9.0,1.0,,,,,,2,21,4,Cataluña,9
ES-EX,2021-05-22,43,-20.0,-1.0,8.0,5.0,-8.0,0.0,,,,,,1,3,0,Extremadura,11
ES-GA,2021-05-22,139,-26.0,5.0,6.0,-19.0,-9.0,3.0,,,,,,1,6,0,Galicia,12
ES-IB,2021-05-22,31,-16.0,-2.0,62.0,8.0,-2.0,1.0,,,,,,0,1,0,Islas Baleares,4
ES-MC,2021-05-22,89,-25.0,1.0,27.0,-28.0,-6.0,-1.0,,,,,,1,4,1,Región de Murcia,14
ES-MD,2021-05-22,704,-33.0,-8.0,7.0,-24.0,-5.0,1.0,,,,,,12,70,7,Comunidad de Madrid,13
ES-ML,2021-05-22,8,-19.0,-19.0,-8.0,,-11.0,5.0,,,,,,0,2,1,Melilla,19
ES-NC,2021-05-22,55,-19.0,12.0,21.0,-13.0,-8.0,2.0,,,,,,0,2,0,Comunidad Foral de Navarra,15
ES-PV,2021-05-22,347,-34.0,-5.0,-8.0,-27.0,-14.0,4.0,,,,,,4,15,2,País Vasco,16
ES-RI,2021-05-22,39,-20.0,8.0,31.0,-20.0,-9.0,1.0,,,,,,0,4,0,La Rioja,17
ES-VC,2021-05-22,124,-19.0,2.0,38.0,-22.0,-10.0,1.0,,,,,,1,5,1,Comunidad Valenciana,10
ES-AN,2021-05-23,821,-31.0,,-23.0,-27.0,-9.0,1.0,,,,,,8,57,7,Andalucía,1
ES-AR,2021-05-23,113,-37.0,6.0,0.0,-35.0,-13.0,1.0,,,,,,0,8,1,Aragón,2
ES-AS,2021-05-23,30,-22.0,,47.0,-7.0,-11.0,-2.0,,,,,,0,5,0,Principado de Asturias,3
ES-CB,2021-05-23,27,-13.0,19.0,46.0,-10.0,-12.0,0.0,,,,,,0,2,1,Cantabria,6
ES-CE,2021-05-23,2,-20.0,-3.0,-7.0,,-18.0,,,,,,,0,0,0,Ceuta,18
ES-CL,2021-05-23,178,-21.0,22.0,42.0,-8.0,-4.0,-2.0,,,,,,5,11,6,Castilla-León,7
ES-CM,2021-05-23,106,-31.0,,-9.0,-22.0,-16.0,2.0,,,,,,1,8,4,Castilla-La Mancha,8
ES-CN,2021-05-23,99,-38.0,-18.0,-30.0,-31.0,-26.0,7.0,,,,,,1,5,0,Canarias,5
ES-CT,2021-05-23,515,-28.0,17.0,13.0,-21.0,-8.0,1.0,,,,,,2,14,1,Cataluña,9
ES-EX,2021-05-23,37,-26.0,27.0,-2.0,-6.0,-11.0,1.0,,,,,,0,3,2,Extremadura,11
ES-GA,2021-05-23,94,-31.0,,15.0,-12.0,-10.0,2.0,,,,,,0,11,3,Galicia,12
ES-IB,2021-05-23,20,-32.0,25.0,-16.0,-4.0,-3.0,4.0,,,,,,0,0,0,Islas Baleares,4
ES-MC,2021-05-23,61,-50.0,,-67.0,-48.0,-22.0,9.0,,,,,,2,5,2,Región de Murcia,14
ES-MD,2021-05-23,621,-32.0,-1.0,-16.0,-33.0,-2.0,1.0,,,,,,10,69,9,Comunidad de Madrid,13
ES-ML,2021-05-23,11,-24.0,,-36.0,,-11.0,,,,,,,0,0,0,Melilla,19
ES-NC,2021-05-23,48,-16.0,31.0,20.0,-13.0,-4.0,0.0,,,,,,0,2,1,Comunidad Foral de Navarra,15
ES-PV,2021-05-23,319,-27.0,22.0,18.0,-13.0,-9.0,-2.0,,,,,,2,8,0,País Vasco,16
ES-RI,2021-05-23,41,-22.0,16.0,12.0,-14.0,-9.0,-1.0,,,,,,1,2,0,La Rioja,17
ES-VC,2021-05-23,104,-44.0,,-56.0,-44.0,-17.0,6.0,,,,,,0,1,1,Comunidad Valenciana,10
ES-AN,2021-05-24,1231,-12.0,7.0,10.0,-13.0,-11.0,2.0,4182777.0,49.31,2869005.0,1356798.0,15.99,6,87,7,Andalucía,1
ES-AR,2021-05-24,122,-12.0,19.0,62.0,-6.0,-7.0,2.0,768752.0,57.74,499235.0,277619.0,20.85,1,19,7,Aragón,2
ES-AS,2021-05-24,65,-16.0,11.0,43.0,-12.0,-16.0,2.0,703017.0,69.23,455396.0,254313.0,25.04,0,5,0,Principado de Asturias,3
ES-CB,2021-05-24,38,-19.0,-5.0,46.0,-29.0,-37.0,7.0,331596.0,56.94,221287.0,114345.0,19.63,0,1,0,Cantabria,6
ES-CE,2021-05-24,16,-11.0,-4.0,20.0,,-9.0,3.0,34114.0,40.61,26205.0,8653.0,10.3,0,1,0,Ceuta,18
ES-CL,2021-05-24,240,-14.0,13.0,41.0,-3.0,-11.0,1.0,1542088.0,64.49,970751.0,588243.0,24.6,1,22,2,Castilla-León,7
ES-CM,2021-05-24,208,-16.0,7.0,18.0,-8.0,-13.0,2.0,1103092.0,53.99,744186.0,376232.0,18.41,3,22,5,Castilla-La Mancha,8
ES-CN,2021-05-24,132,-28.0,-4.0,-30.0,-22.0,-15.0,7.0,908910.0,40.5,637270.0,289781.0,12.91,0,6,4,Canarias,5
ES-CT,2021-05-24,825,-19.0,-9.0,46.0,-32.0,-50.0,8.0,3859115.0,50.41,2698361.0,1197777.0,15.65,8,22,5,Cataluña,9
ES-EX,2021-05-24,66,-18.0,14.0,6.0,16.0,-8.0,0.0,622596.0,58.77,412592.0,216911.0,20.48,1,1,1,Extremadura,11
ES-GA,2021-05-24,134,-19.0,15.0,40.0,-11.0,-13.0,3.0,1732228.0,64.19,1141495.0,610231.0,22.61,1,17,2,Galicia,12
ES-IB,2021-05-24,40,-9.0,8.0,78.0,9.0,-10.0,3.0,495130.0,40.75,356356.0,146494.0,12.06,0,4,0,Islas Baleares,4
ES-MC,2021-05-24,101,-16.0,13.0,11.0,-7.0,-2.0,1.0,667235.0,44.21,448989.0,225998.0,14.98,0,7,1,Región de Murcia,14
ES-MD,2021-05-24,948,-19.0,8.0,16.0,-24.0,-24.0,7.0,3264439.0,48.32,2229489.0,1081311.0,16.01,10,83,7,Comunidad de Madrid,13
ES-ML,2021-05-24,18,-8.0,2.0,-12.0,-9.0,-7.0,4.0,31725.0,37.64,24471.0,8021.0,9.52,0,2,0,Melilla,19
ES-NC,2021-05-24,76,-10.0,17.0,16.0,-7.0,-7.0,2.0,365352.0,55.59,245970.0,127438.0,19.39,0,0,0,Comunidad Foral de Navarra,15
ES-PV,2021-05-24,348,-21.0,8.0,-10.0,-15.0,-14.0,4.0,1252266.0,57.19,876681.0,398634.0,18.21,5,16,2,País Vasco,16
ES-RI,2021-05-24,54,-10.0,13.0,29.0,-13.0,-9.0,1.0,177970.0,56.3,115263.0,65334.0,20.67,0,0,0,La Rioja,17
ES-VC,2021-05-24,181,-11.0,11.0,26.0,-12.0,-10.0,3.0,2413113.0,47.91,1668460.0,776451.0,15.42,0,13,0,Comunidad Valenciana,10
ES-AN,2021-05-25,1419,-12.0,9.0,11.0,-11.0,-9.0,2.0,4236831.0,49.95,2905091.0,1376852.0,16.23,2,75,11,Andalucía,1
ES-AR,2021-05-25,122,-17.0,10.0,51.0,-15.0,-5.0,2.0,771132.0,57.92,501244.0,278112.0,20.89,1,7,2,Aragón,2
ES-AS,2021-05-25,68,-21.0,-2.0,81.0,-17.0,-30.0,3.0,709724.0,69.89,459380.0,257364.0,25.35,0,7,1,Principado de Asturias,3
ES-CB,2021-05-25,34,-12.0,20.0,71.0,1.0,-11.0,1.0,334728.0,57.48,222379.0,116385.0,19.99,0,2,1,Cantabria,6
ES-CE,2021-05-25,6,-15.0,-3.0,12.0,,-6.0,3.0,34619.0,41.21,26710.0,8661.0,10.31,0,0,0,Ceuta,18
ES-CL,2021-05-25,223,-14.0,13.0,56.0,2.0,-6.0,0.0,1550516.0,64.84,973850.0,594307.0,24.85,0,15,3,Castilla-León,7
ES-CM,2021-05-25,223,-16.0,11.0,22.0,-8.0,-10.0,1.0,1112609.0,54.46,751374.0,379701.0,18.58,2,22,4,Castilla-La Mancha,8
ES-CN,2021-05-25,110,-29.0,-5.0,-28.0,-23.0,-14.0,7.0,954331.0,42.52,675729.0,300212.0,13.38,0,6,1,Canarias,5
ES-CT,2021-05-25,809,-19.0,18.0,9.0,-16.0,-17.0,5.0,3877815.0,50.65,2707013.0,1208290.0,15.78,1,21,3,Cataluña,9
ES-EX,2021-05-25,64,-16.0,11.0,7.0,16.0,-6.0,0.0,625120.0,59.01,414848.0,217382.0,20.52,0,2,0,Extremadura,11
ES-GA,2021-05-25,131,-16.0,15.0,55.0,-13.0,-12.0,2.0,1744611.0,64.65,1153072.0,612032.0,22.68,1,10,2,Galicia,12
ES-IB,2021-05-25,28,-9.0,8.0,71.0,6.0,-6.0,2.0,501961.0,41.31,362304.0,147377.0,12.13,0,1,0,Islas Baleares,4
ES-MC,2021-05-25,90,-17.0,14.0,19.0,-10.0,-11.0,2.0,674337.0,44.68,452484.0,229612.0,15.21,2,5,1,Región de Murcia,14
ES-MD,2021-05-25,940,-21.0,7.0,19.0,-25.0,-23.0,7.0,3314159.0,49.06,2263014.0,1097790.0,16.25,8,102,6,Comunidad de Madrid,13
ES-ML,2021-05-25,11,-12.0,-3.0,-16.0,,-9.0,5.0,32544.0,38.61,25288.0,8233.0,9.77,0,0,0,Melilla,19
ES-NC,2021-05-25,64,-12.0,13.0,19.0,-5.0,-4.0,2.0,368564.0,56.08,247991.0,128636.0,19.57,1,4,0,Comunidad Foral de Navarra,15
ES-PV,2021-05-25,364,-17.0,11.0,36.0,-8.0,-13.0,3.0,1266789.0,57.86,889278.0,400593.0,18.3,4,18,2,País Vasco,16
ES-RI,2021-05-25,55,-12.0,17.0,33.0,-15.0,-4.0,0.0,180522.0,57.1,116495.0,67299.0,21.29,0,4,0,La Rioja,17
ES-VC,2021-05-25,172,-14.0,13.0,23.0,-15.0,-10.0,3.0,2506543.0,49.77,1737096.0,811694.0,16.12,1,16,2,Comunidad Valenciana,10
ES-AN,2021-05-26,1358,-13.0,10.0,9.0,-13.0,-9.0,2.0,4313832.0,50.85,2953721.0,1407035.0,16.59,4,81,12,Andalucía,1
ES-AR,2021-05-26,139,-18.0,16.0,33.0,-11.0,-4.0,2.0,782323.0,58.76,508875.0,282947.0,21.25,1,13,0,Aragón,2
ES-AS,2021-05-26,71,-16.0,12.0,77.0,-3.0,-11.0,1.0,718289.0,70.74,465035.0,260964.0,25.7,1,2,1,Principado de Asturias,3
ES-CB,2021-05-26,38,-8.0,20.0,85.0,-2.0,-8.0,1.0,340603.0,58.49,225682.0,118973.0,20.43,1,3,2,Cantabria,6
ES-CE,2021-05-26,7,-16.0,-3.0,10.0,,-8.0,3.0,35726.0,42.53,27799.0,8704.0,10.36,0,1,0,Ceuta,18
ES-CL,2021-05-26,249,-14.0,16.0,53.0,-2.0,-6.0,0.0,1572535.0,65.76,986612.0,605433.0,25.32,3,26,4,Castilla-León,7
ES-CM,2021-05-26,213,-14.0,13.0,22.0,-9.0,-11.0,1.0,1127903.0,55.2,761594.0,386322.0,18.91,6,14,4,Castilla-La Mancha,8
ES-CN,2021-05-26,119,-27.0,-3.0,-31.0,-22.0,-14.0,7.0,976954.0,43.53,695028.0,304895.0,13.58,1,9,3,Canarias,5
ES-CT,2021-05-26,989,-18.0,16.0,18.0,-15.0,-16.0,5.0,3934853.0,51.4,2736602.0,1236983.0,16.16,5,15,1,Cataluña,9
ES-EX,2021-05-26,52,-17.0,14.0,6.0,15.0,-4.0,1.0,635840.0,60.02,421742.0,221940.0,20.95,0,1,0,Extremadura,11
ES-GA,2021-05-26,121,-19.0,13.0,47.0,-15.0,-12.0,2.0,1761934.0,65.29,1170133.0,612386.0,22.69,0,11,2,Galicia,12
ES-IB,2021-05-26,40,-8.0,8.0,93.0,3.0,-6.0,2.0,509268.0,41.91,367036.0,149997.0,12.34,0,0,0,Islas Baleares,4
ES-MC,2021-05-26,69,-16.0,14.0,17.0,-8.0,-11.0,2.0,686702.0,45.5,455195.0,239287.0,15.86,0,9,1,Región de Murcia,14
ES-MD,2021-05-26,820,-21.0,9.0,16.0,-25.0,-23.0,7.0,3362398.0,49.77,2291636.0,1117789.0,16.55,5,67,9,Comunidad de Madrid,13
ES-ML,2021-05-26,12,-15.0,-4.0,-19.0,1.0,-9.0,5.0,33912.0,40.24,26586.0,8305.0,9.85,0,4,0,Melilla,19
ES-NC,2021-05-26,62,-11.0,18.0,24.0,-3.0,-6.0,2.0,373774.0,56.87,251369.0,130646.0,19.88,0,1,0,Comunidad Foral de Navarra,15
ES-PV,2021-05-26,281,-17.0,10.0,43.0,-10.0,-12.0,3.0,1285690.0,58.72,900275.0,408544.0,18.66,10,16,0,País Vasco,16
ES-RI,2021-05-26,39,-13.0,15.0,41.0,-14.0,-3.0,1.0,183177.0,57.94,117954.0,68501.0,21.67,0,7,1,La Rioja,17
ES-VC,2021-05-26,179,-13.0,12.0,30.0,-13.0,-10.0,2.0,2565940.0,50.95,1756168.0,854060.0,16.96,1,9,1,Comunidad Valenciana,10
ES-AN,2021-05-27,1327,-15.0,8.0,-13.0,-16.0,-12.0,4.0,4411991.0,52.01,3014242.0,1446707.0,17.05,4,76,11,Andalucía,1
ES-AR,2021-05-27,131,-13.0,15.0,45.0,-11.0,-5.0,1.0,800211.0,60.11,522723.0,287048.0,21.56,0,12,1,Aragón,2
ES-AS,2021-05-27,26,-16.0,13.0,62.0,-9.0,-14.0,2.0,727195.0,71.61,470971.0,264215.0,26.02,0,7,2,Principado de Asturias,3
